3 1 151 1
5506 5544 5467 5506
6732 6754 6697 6732
6070.90	6155.30	6026.90	6155.30
6226.50	6226.50	6041.80	6070.90
6120.80	6227.70	6078.70	6226.50
6291.20	6331.70	6120.80	6120.80
6359.60	6359.60	6283.90	6291.20
6432.10	6465.40	6335.50	6359.60
6362.40	6460.80	6362.40	6432.10
6337.90	6387.40	6279.70	6362.40
6304.90	6365.20	6268.60	6337.90
6381.90	6442.90	6268.90	6304.90
6385.10	6432.30	6290.30	6381.90
6474.90	6519.20	6381.30	6385.10
6461.40	6512.10	6456.40	6474.90
6530.60	6530.60	6420.40	6461.40
6586.10	6586.10	6483.40	6530.60
6306.20	6374.50	6280.20	6363.90
6280.70	6317.10	6232.00	6306.20
6134.10	6280.70	6134.10	6280.70
6191.20	6232.10	6123.10	6134.10
6313.30	6342.70	6179.10	6191.20
6270.70	6327.30	6217.50	6313.30
6376.80	6390.50	6264.50	6270.70
6315.20	6378.00	6274.90	6376.80
6303.30	6334.40	6303.20	6315.20
6212.00	6309.50	6212.00	6303.30
6132.20	6220.80	6122.50	6212.00
6102.20	6137.90	6056.50	6132.20
6220.10	6220.10	6083.90	6102.20
6220.10	6220.10	6220.10	6220.10
6196.90	6232.20	6182.40	6220.10
6673.10	6691.80	6625.80	6635.20
6639.80	6682.90	6639.80	6673.10
6590.60	6645.30	6590.60	6639.80
6607.90	6612.80	6570.50	6590.60
6571.30	6607.90	6519.60	6607.90
6527.60	6575.50	6527.60	6571.30
6559.30	6559.30	6496.40	6527.60
6588.40	6593.50	6539.90	6559.30
6567.40	6591.40	6522.30	6588.40
6596.00	6612.30	6562.20	6567.40
6649.30	6649.30	6563.90	6596.00
6650.20	6692.60	6647.60	6649.30
6703.50	6721.40	6650.20	6650.20
6732.40	6751.30	6696.80	6703.50
6649.90	6734.20	6649.90	6732.40
6461.90	6511.10	6443.70	6469.40
6429.50	6479.00	6429.50	6462.00
6479.70	6493.10	6408.40	6429.50
6486.80	6504.50	6466.10	6479.70
6440.60	6508.90	6440.60	6486.80
6449.40	6451.80	6386.20	6440.60
6497.80	6497.80	6440.80	6449.40
6516.20	6516.20	6456.40	6497.80
6462.40	6516.20	6462.40	6516.20
6416.40	6462.40	6416.40	6462.40
6413.30	6419.60	6376.40	6416.40
6417.80	6445.90	6401.90	6413.30
6397.30	6431.70	6394.30	6417.80
6397.30	6397.30	6397.30	6397.30
6397.30	6397.30	6397.30	6397.30
6421.20	6435.30	6397.20	6433.30
6381.80	6421.20	6378.60	6421.20
6353.50	6381.80	6353.50	6381.80
6382.80	6383.10	6344.70	6353.50
6346.40	6395.40	6346.40	6382.80
6369.50	6375.00	6330.10	6346.40
6346.30	6379.80	6338.20	6369.50
6317.90	6369.70	6317.90	6346.30
6310.90	6328.90	6294.70	6317.90
6282.20	6329.00	6282.20	6310.90
6203.10	6300.30	6203.10	6282.20
6242.00	6257.30	6197.50	6203.10
6239.90	6250.10	6212.50	6242.00
6228.00	6253.70	6216.00	6239.90
6269.30	6271.40	6226.40	6228.00
6090.30	6145.30	6082.80	6131.50
6086.40	6105.70	6068.10	6090.40
6050.40	6097.40	6047.10	6086.40
6021.50	6058.10	6019.40	6050.40
6048.80	6087.40	5985.20	6021.50
6084.40	6108.90	6043.90	6048.90
6025.90	6098.60	6025.90	6084.40
6050.10	6062.80	6011.80	6025.90
6122.10	6129.50	6050.10	6050.10
6140.00	6140.00	6068.10	6122.10
6160.30	6181.70	6115.10	6140.00
6202.60	6233.10	6146.30	6160.30
6204.50	6228.40	6199.70	6202.60
6192.00	6218.90	6148.30	6204.50
6254.90	6254.90	6178.90	6192.00
5930.10	5978.80	5930.10	5971.30
5873.60	5942.20	5872.80	5930.10
5798.30	5879.20	5798.30	5873.60
5822.30	5847.00	5774.50	5798.30
5896.70	5896.70	5820.40	5822.30
5866.20	5898.10	5848.50	5896.70
5831.80	5880.80	5820.90	5866.20
5890.20	5897.40	5831.80	5831.80
5877.00	5911.90	5870.40	5890.30
5877.20	5899.20	5864.80	5877.00
5892.20	5943.70	5869.00	5877.20
5895.50	5913.40	5874.50	5892.20
5850.80	5896.90	5824.20	5895.50
5879.30	5879.30	5820.00	5850.80
5858.10	5899.00	5858.10	5879.30
5778.00	5819.70	5756.40	5770.90
5681.70	5785.30	5680.80	5778.00
5701.00	5712.60	5658.30	5681.70
5707.60	5721.10	5654.60	5701.00
5765.00	5765.00	5707.60	5707.60
5860.60	5860.60	5751.90	5765.00
5857.30	5899.30	5842.70	5860.60
5896.90	5896.90	5844.00	5857.30
5888.90	5901.00	5856.50	5896.90
5890.00	5908.50	5858.40	5888.90
5826.70	5897.10	5826.70	5890.00
5883.50	5883.50	5815.70	5826.70
5884.40	5884.50	5848.30	5883.50
5833.40	5884.40	5833.40	5884.40
5791.50	5865.70	5791.50	5833.40
6083.40	6114.50	6039.90	6042.00
6105.60	6110.00	6079.60	6083.40
6067.10	6109.70	6054.60	6105.60
6091.70	6133.50	6058.80	6067.10
6036.90	6093.10	6033.90	6091.70
6010.00	6045.80	6001.10	6036.90
6082.10	6100.00	6008.70	6010.00
6023.10	6090.70	6022.30	6082.10
6023.10	6023.10	6023.10	6023.10
6060.00	6060.00	6023.10	6023.10
6104.30	6104.60	6026.20	6060.00
6086.60	6126.50	6086.60	6104.30
6098.70	6128.80	6084.60	6086.60
6132.70	6136.50	6098.70	6098.70
6081.40	6137.10	6077.90	6132.70 
5844.10	5880.00	5803.70	5833.00
5791.50	5844.10	5783.90	5844.10
5875.90	5877.40	5788.70	5791.50
5860.50	5893.30	5860.50	5875.90
5836.00	5864.00	5836.00	5860.50
5872.40	5878.80	5829.40	5836.00
5857.70	5877.60	5836.80	5872.40
5863.00	5888.00	5856.90	5857.70
5846.20	5866.70	5839.40	5863.00
5828.90	5863.30	5822.40	5846.20
5791.50	5828.90	5791.50	5828.90
5792.30	5814.50	5780.90	5791.50
5793.50	5828.60	5773.70	5792.30
5764.10	5793.50	5760.30	5793.50
5808.70	5808.70	5764.10	5764.10
