3 1 323 1
5506 5544 5467 5506
6732 6754 6697 6732
6416.70	6487.80	6394.60	6479.40
6456.90	6512.30	6402.60	6416.70
6456.90	6456.90	6456.90	6456.90
6476.90	6480.20	6432.80	6456.90
6497.80	6497.80	6436.80	6476.90
6479.30	6504.70	6468.40	6497.80
6479.30	6479.30	6479.30	6479.30
6479.30	6479.30	6479.30	6479.30
6434.10	6485.60	6431.20	6479.30
6345.60	6451.80	6345.60	6434.10
6284.50	6367.70	6284.50	6345.60
6279.30	6319.10	6251.80	6284.50
6277.80	6344.30	6254.50	6279.30
6397.00	6397.00	6264.30	6277.80
6364.20	6426.20	6336.70	6397.00
6559.80	6559.80	6364.20	6364.20
6536.90	6610.90	6429.50	6559.80
6565.40	6597.50	6513.40	6536.90
6554.90	6596.70	6523.70	6565.40
6485.60	6577.80	6485.60	6554.90
6493.80	6591.80	6437.80	6485.60
6315.20	6493.80	6315.20	6493.80
6386.60	6398.20	6289.30	6315.20
6432.50	6456.10	6379.90	6386.60
6349.10	6455.80	6334.00	6432.50
6306.20	6363.50	6273.40	6349.10
6140.70	6307.40	6109.60	6306.20
6180.50	6197.10	6061.80	6140.70
6262.10	6307.80	6180.50	6180.50
6155.30	6262.10	6153.60	6262.10
6482.00	6587.60	6482.00	6576.30
6514.00	6550.90	6460.90	6482.00
6459.30	6562.70	6459.30	6514.00
6527.90	6527.90	6413.40	6459.30
6609.40	6615.80	6523.60	6527.90
6677.70	6722.00	6584.90	6609.40
6614.30	6690.50	6594.90	6677.70
6644.50	6644.50	6596.30	6614.30
6730.70	6751.70	6632.10	6644.50
6724.50	6730.70	6660.00	6730.70
6633.00	6730.10	6633.00	6724.50
6615.40	6633.00	6587.70	6633.00
6540.90	6625.30	6527.50	6615.40
6595.80	6605.60	6540.90	6540.90
6547.90	6605.10	6547.90	6595.80
6535.20	6593.30	6507.20	6547.90
6500.40	6542.80	6495.00	6535.20
6506.20	6567.00	6489.60	6500.40
6466.80	6514.50	6419.20	6506.30
6486.40	6500.40	6411.80	6466.80
6433.00	6508.00	6433.00	6486.40
6396.90	6484.40	6396.90	6433.00
6465.90	6465.90	6367.00	6396.90
6456.70	6494.20	6437.30	6465.90
6429.00	6481.60	6409.90	6456.70
6460.00	6460.00	6395.10	6429.00
6283.30	6512.40	6283.30	6460.00
6182.80	6298.50	6158.80	6283.30
6289.30	6289.30	6168.00	6182.80
6363.90	6363.90	6209.10	6289.30
6109.30	6109.30	5858.90	5858.90
6143.50	6143.50	6041.70	6109.30
6219.00	6264.90	6132.20	6143.50
6038.30	6237.80	6038.30	6219.00
6271.20	6271.20	6038.30	6038.30
6393.90	6393.90	6228.00	6271.20
6308.80	6406.30	6308.80	6393.90
6189.10	6308.80	6189.10	6308.80
6224.30	6245.90	6161.50	6189.10
6300.30	6333.50	6212.20	6224.30
6250.60	6319.30	6250.60	6300.30
6360.10	6360.10	6187.20	6250.60
6206.10	6361.10	6206.10	6360.10
6215.20	6256.50	6186.20	6206.10
6251.20	6315.20	6192.30	6215.20
6454.30	6474.70	6251.20	6251.20
6498.70	6533.60	6436.70	6454.30
6624.40	6624.40	6498.70	6498.70
6585.20	6624.40	6583.50	6624.40
6640.20	6674.30	6580.00	6585.20
6567.10	6658.80	6567.10	6640.20
6659.10	6659.10	6567.10	6567.10
6697.70	6698.50	6628.10	6659.20
6716.70	6735.80	6679.20	6697.70
6697.70	6754.10	6697.70	6716.70
6615.10	6697.70	6594.70	6697.70
6630.90	6630.90	6574.20	6615.10
6712.70	6734.30	6620.50	6630.90
6690.10	6725.90	6690.10	6712.70
6635.20	6690.40	6635.20	6690.10
6522.70	6574.90	6478.00	6505.10
6632.80	6636.90	6511.70	6522.70
6664.10	6686.60	6625.70	6632.80
6676.70	6686.10	6641.20	6664.10
6621.40	6676.70	6621.30	6676.70
6602.10	6650.20	6602.10	6621.50
6606.50	6606.50	6533.50	6602.10
6570.50	6613.40	6570.50	6606.50
6570.60	6570.60	6570.60	6570.60
6565.40	6575.20	6532.50	6570.60
6616.40	6619.50	6560.50	6565.50
6606.60	6643.80	6602.50	6616.40
6636.80	6641.90	6594.60	6606.60
6640.90	6675.00	6619.40	6636.80
6579.30	6656.30	6579.10	6640.90
6559.50	6588.70	6553.60	6579.30
6568.60	6578.60	6539.40	6559.50
6555.50	6579.00	6532.90	6568.70
6565.70	6596.30	6530.30	6555.50
6524.10	6577.00	6451.90	6565.70
6549.60	6565.10	6515.00	6524.10
6550.40	6592.40	6529.00	6549.60
6603.70	6603.70	6537.50	6550.40
6603.70	6603.70	6603.70	6603.70
6537.80	6614.70	6537.80	6603.70
6484.50	6542.50	6484.50	6537.80
6422.10	6489.00	6422.10	6484.50
6449.20	6449.20	6395.50	6419.60
6418.70	6474.70	6410.50	6449.20
6469.40	6469.40	6410.60	6418.70
6267.20	6334.70	6267.20	6324.20
6292.60	6304.90	6250.10	6267.20
6291.90	6337.70	6276.80	6292.60
6339.40	6355.30	6274.10	6291.90
6318.00	6350.40	6296.60	6339.40
6256.80	6342.10	6256.80	6318.00
6220.30	6287.50	6207.70	6256.80
6189.40	6220.30	6159.40	6220.30
6130.60	6200.60	6130.60	6189.40
6133.20	6142.20	6094.70	6130.60
6000.70	6133.20	6000.70	6133.20
6161.20	6161.20	6000.70	6000.70
6233.30	6240.70	6161.20	6161.20
6245.20	6276.30	6219.30	6233.30
6227.70	6255.80	6190.30	6245.20
6156.50	6233.10	6156.50	6227.70
6138.50	6167.60	6106.10	6156.50
6058.70	6138.50	6058.70	6138.50
6116.20	6116.20	5989.60	6058.70
6116.00	6164.40	6085.60	6116.20
6171.50	6230.70	6038.90	6116.00
6286.10	6286.10	6166.20	6171.50
6434.70	6434.70	6270.50	6286.10
6401.50	6446.80	6401.50	6434.70
6380.90	6401.50	6357.10	6401.50
6357.10	6416.00	6357.10	6380.90
6412.30	6430.40	6352.10	6357.10
6444.40	6448.10	6392.40	6412.30
6419.50	6451.40	6419.50	6444.40
6433.30	6439.20	6407.30	6419.50
6204.50	6257.20	6204.50	6210.30
6215.70	6227.00	6163.50	6204.50
6263.50	6266.40	6206.40	6215.70
6239.00	6279.70	6239.00	6263.50
6230.10	6247.60	6204.30	6239.00
6160.70	6233.10	6130.20	6230.10
6196.10	6196.10	6142.00	6160.70
6194.20	6218.50	6190.40	6196.10
6220.10	6246.00	6187.00	6194.20
6287.00	6287.00	6220.10	6220.10
6319.00	6319.00	6261.00	6287.00
6310.90	6322.00	6296.00	6319.00
6220.80	6312.50	6220.80	6310.90
6220.80	6220.80	6220.80	6220.80
6240.90	6245.20	6207.60	6220.80
6245.20	6258.70	6232.30	6241.00
6190.00	6248.10	6190.00	6245.20
6190.00	6190.00	6190.00	6190.00
6190.00	6190.00	6190.00	6190.00
6183.70	6191.10	6175.50	6190.00
6198.60	6203.50	6171.20	6183.70
6203.90	6240.10	6197.90	6198.60
6247.40	6247.40	6192.00	6204.00
6260.00	6269.10	6240.10	6247.40
6228.00	6271.40	6228.00	6260.00
6192.50	6230.60	6192.50	6228.00
6156.40	6196.60	6149.40	6192.50
6159.80	6164.80	6137.80	6156.40
6152.40	6187.00	6147.10	6159.80
6131.50	6157.10	6106.60	6152.40
6239.00	6250.40	6205.10	6231.50
6244.00	6244.00	6205.70	6239.00
6224.50	6244.50	6219.70	6244.00
6148.10	6224.50	6146.50	6224.50
