3 1 50 1
5506 5544 5467 5506
6732 6754 6697 6732
6721.60	6723.70	6549.70	6586.10
6659.00	6721.60	6636.90	6721.60
6706.00	6706.00	6653.80	6659.00
6661.30	6726.90	6661.30	6706.00
6576.30	6684.10	6567.10	6661.30
6196.00	6287.20	6194.40	6196.90
6086.10	6196.60	6086.10	6196.00
6078.70	6118.90	6031.80	6086.10
6064.20	6163.40	6064.20	6078.70
5858.90	6134.00	5821.70	6064.20
6559.60	6654.30	6559.60	6649.90
6520.40	6567.30	6483.60	6559.60
6567.50	6586.60	6513.70	6520.50
6505.10	6567.50	6505.10	6567.50
6505.10	6519.40	6451.40	6505.10
6364.70	6398.70	6350.30	6397.30
6366.10	6380.50	6345.90	6364.70
6315.50	6366.10	6315.50	6366.10
6308.00	6342.20	6293.90	6315.50
6324.20	6330.00	6291.10	6308.00
6314.80	6335.10	6262.10	6269.30
6227.60	6320.90	6227.60	6314.80
6218.40	6240.70	6189.20	6227.60
6237.20	6270.90	6215.80	6218.40
6210.30	6243.30	6178.00	6237.20
6229.80	6256.80	6212.10	6254.90
6186.60	6229.80	6186.60	6229.80
6194.20	6223.90	6167.30	6186.60
6208.40	6239.80	6171.90	6194.20
6231.50	6233.10	6198.60	6208.40
5929.30	5929.30	5853.30	5858.10
5981.70	5981.70	5926.20	5929.30
5986.60	5991.20	5956.30	5981.70
5949.10	5986.60	5947.70	5986.60
5906.10	5967.70	5906.10	5949.20
5678.60	5791.70	5678.60	5791.50
5652.30	5702.90	5633.80	5678.60
5681.20	5729.80	5650.00	5652.30
5692.10	5716.50	5677.50	5681.20
5684.10	5716.70	5667.80	5692.10
6089.80	6113.40	6074.20	6081.40
6044.10	6100.60	6044.10	6089.80
6029.40	6056.10	6026.10	6044.10
6029.40	6029.40	6029.40	6029.40
6029.40	6029.40	6029.40	6029.40
5725.10	5808.90	5725.10	5808.80
5746.80	5746.80	5681.90	5725.10
5772.40	5781.30	5734.70	5746.80
5759.30	5790.40	5759.30	5772.40
5747.30	5766.70	5728.20	5759.30
